"Survey Year","Trip identifier","Vessel name","Trip start date","Trip end date","GMA","PFMA","Set number","Set date","Start latitude","Start longitude","End latitude","End longitude","Bottom depth (m)","Tow duration (min)","Distance towed (m)","Vessel speed (m/min)","Trawl door spread (m)","Trawl mouth opening height (m)"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","54","2008-06-03","48.805416","-126.599266","48.818233","-126.615533","439.000000",25,"1910.000","98.33530","70.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","56","2008-06-03","48.876900","-126.520950","48.858866","-126.513250","206.500000",23,"2100.000","106.66880","66.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","57","2008-06-03","48.935750","-126.496883","48.919300","-126.486850","163.500000",23,"2010.000","91.66850","67.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","58","2008-06-03","48.957566","-126.677400","48.958183","-126.699833","382.000000",25,"1730.000","91.66850","68.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","59","2008-06-03","48.980700","-126.727983","48.982416","-126.754166","345.000000",27,"2030.000","70.00140","65.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","60","2008-06-04","48.966750","-126.700983","48.958783","-126.678266","368.500000",26,"1910.000","83.33500","67.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","61","2008-06-04","48.947466","-126.706566","48.938316","-126.686966","420.500000",24,"1790.000","73.33480","67.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","62","2008-06-04","49.019500","-126.720333","49.017366","-126.744450","204.000000",22,"1810.000","73.33480","70.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","124","63","2008-06-04","49.068366","-126.775000","49.082316","-126.788600","174.500000",22,"1900.000","103.33540","66.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","124","64","2008-06-04","49.085000","-126.703216","49.094766","-126.722816","146.500000",22,"1850.000","106.66880","68.00","6.7"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","65","2008-06-04","49.112550","-126.625900","49.098800","-126.613066","129.500000",21,"1850.000","98.33530","65.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","66","2008-06-04","49.190533","-126.547300","49.178350","-126.528166","109.500000",21,"1980.000","85.00170","63.00","6.7"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","67","2008-06-04","49.241566","-126.536000","49.253533","-126.549433","95.000000",20,"1700.000","88.33510","65.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","68","2008-06-05","49.045083","-126.560550","49.043683","-126.535100","139.500000",22,"1910.000","76.66820","67.00","6.8"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","69","2008-06-05","49.114066","-126.558483","49.104666","-126.541150","122.500000",21,"1710.000","91.66850","68.00","6.7"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","70","2008-06-05","49.143033","-126.421616","49.143033","-126.421616","98.000000",21,"1660.000","91.66850","66.00","6.9"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","71","2008-06-05","49.135483","-126.407683","49.121433","-126.401416","108.000000",23,"1670.000","91.66850","67.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","72","2008-06-05","49.091166","-126.363400","49.083800","-126.347533","98.500000",20,"1530.000","83.33500","67.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","73","2008-06-05","49.098683","-126.332066","49.113683","-126.352133","92.000000",21,"2260.000","100.00200","66.00","7.1"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","74","2008-06-05","49.170700","-126.278033","49.170700","-126.278033","60.500000",21,"1820.000","101.66870","55.00","7.1"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","124","75","2008-06-06","49.015283","-126.854533","49.016966","-126.879716","455.000000",24,"1880.000","88.83511","76.00","5.8"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","124","76","2008-06-06","49.040266","-126.839516","49.048116","-126.867050","308.000000",30,"2210.000","83.33500","65.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","124","77","2008-06-06","49.055266","-126.849533","49.064616","-126.865700","273.000000",26,"1580.000","101.66870","70.00","6.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","124","78","2008-06-06","49.090816","-126.769466","49.098966","-126.790633","159.500000",26,"1820.000","91.66850","69.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","124","79","2008-06-06","49.089016","-126.861833","49.098016","-126.879950","237.500000",23,"1670.000","103.33540","65.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","124","80","2008-06-06","49.091950","-126.907733","49.099066","-126.930566","334.000000",28,"1930.000","73.33480","70.00","6.5"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","81","2008-06-06","49.124800","-126.913416","49.133066","-126.936033","265.000000",27,"1940.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","82","2008-06-06","49.142950","-126.931716","49.144650","-126.955983","277.000000",26,"1930.000","70.00140","72.00","6.2"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","83","2008-06-07","49.151133","-126.968133","49.157950","-126.988200","334.500000",24,"1750.000","80.00160","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","84","2008-06-07","49.183400","-126.963883","49.196400","-126.977300","216.000000",24,"1750.000","80.00160","71.00","6.3"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","85","2008-06-07","49.185683","-127.026116","49.195500","-127.044533","337.500000",21,"1740.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","86","2008-06-07","49.200950","-127.031383","49.216016","-127.044916","279.000000",28,"1960.000","101.66870","69.00","6.2"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","88","2008-06-07","49.237616","-127.029750","49.244016","-127.049983","197.000000",24,"1650.000","101.66870","70.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","89","2008-06-07","49.254383","-127.072983","49.261383","-127.094483","261.500000",21,"1760.000","80.00160","69.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","90","2008-06-07","49.308633","-127.150466","49.321816","-127.163133","204.500000",19,"1740.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","91","2008-06-07","49.397550","-127.002650","49.415450","-127.012266","134.500000",23,"2110.000","101.66870","67.00","5.4"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","92","2008-06-07","49.428700","-127.019700","49.416316","-127.004416","131.000000",22,"1770.000","98.33530","70.00","5.6"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","93","2008-06-08","49.311400","-126.994950","49.299866","-126.976583","141.500000",21,"1850.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","94","2008-06-08","49.246883","-126.970283","49.232550","-126.955333","169.500000",20,"1930.000","101.66870","68.00","6.2"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","95","2008-06-08","49.241266","-126.933000","49.253516","-126.950500","160.000000",22,"1870.000","88.33510","70.00","6.3"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","96","2008-06-08","49.274800","-126.862900","49.260883","-126.851666","133.500000",20,"1750.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","97","2008-06-08","49.249616","-126.828733","49.262950","-126.839283","129.000000",20,"1670.000","88.33510","65.00","6.8"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","98","2008-06-08","49.353616","-126.727166","49.342283","-126.708266","92.000000",22,"1870.000","93.33520","65.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","99","2008-06-08","49.343716","-126.747966","49.335500","-126.727333","97.500000",21,"1760.000","98.33530","63.00","6.8"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","100","2008-06-08","49.358150","-126.819916","49.365733","-126.838483","110.500000",20,"1590.000","106.66880","67.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","101","2008-06-08","49.338666","-126.883150","49.319666","-126.892733","135.500000",21,"2310.000","88.33510","70.00","6.4"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","102","2008-06-08","49.380483","-126.911250","49.394366","-126.924683","128.500000",19,"1830.000","96.66860","67.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","103","2008-06-08","49.398116","-126.937683","49.412833","-126.950683","127.500000",20,"1890.000","88.83511","70.00","5.9"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","104","2008-06-08","49.418083","-126.979650","49.428533","-126.999366","128.500000",21,"1840.000","106.66880","68.00","6.8"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","105","2008-06-09","49.550750","-126.944650","49.538650","-126.928966","90.000000",21,"1760.000","103.33540","59.00","7.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","106","2008-06-09","49.453650","-126.898383","49.468300","-126.907716","99.500000",20,"1760.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","107","2008-06-09","49.485550","-126.774400","49.470566","-126.767016","48.000000",22,"1750.000","86.66840","53.00","8.9"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","108","2008-06-09","49.502583","-126.786516","49.488716","-126.780083","51.500000",21,"1610.000","88.33510","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","109","2008-06-11","49.502666","-127.029800","49.509833","-127.051983","117.500000",22,"1810.000","93.33520","65.00","7.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","110","2008-06-11","49.430283","-127.221033","49.445833","-127.224666","173.000000",24,"1820.000","85.00170","68.00","5.1"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","111","2008-06-11","49.470166","-127.219733","49.487600","-127.225583","164.500000",25,"2130.000","88.83511","70.00","5.2"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","113","2008-06-11","49.554200","-127.115550","49.568183","-127.126050",NA,21,"1740.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","114","2008-06-11","49.632050","-127.076766","49.646116","-127.088350","103.000000",21,"1810.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","115","2008-06-11","49.740983","-127.083500","49.744483","-127.110583","66.000000",21,"2000.000","85.00170","57.00","5.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","126","116","2008-06-12","49.760233","-127.300800","49.775716","-127.315533","80.000000",22,"2030.000","95.00190","61.00","5.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","126","117","2008-06-12","49.930350","-127.345033","49.925466","-127.320733","59.000000",21,"1840.000","98.33530","50.00","7.1"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","126","118","2008-06-12","49.917916","-127.387000","49.908266","-127.398266","57.500000",16,"1350.000","61.66790","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","126","119","2008-06-12","49.846316","-127.678416","49.830566","-127.670116","165.500000",23,"1870.000","88.83511","70.00","6.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","127","120","2008-06-13","50.446266","-128.119466","50.438733","-128.098233","54.500000",20,"1750.000","88.83511","58.00","6.2"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","05","127","121","2008-06-13","50.538866","-128.344183","50.524583","-128.330466","100.500000",21,"1890.000","95.00190","57.00","5.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","127","123","2008-06-13","50.444766","-128.511533","50.429216","-128.496450","246.500000",24,"2070.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","127","124","2008-06-13","50.369316","-128.462683","50.358550","-128.450200","372.000000",19,"1520.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","127","125","2008-06-13","50.352416","-128.427883","50.363816","-128.448033","321.000000",23,"1960.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","127","126","2008-06-13","50.343900","-128.424683","50.351966","-128.443433","380.000000",20,"1650.000","88.83511","69.00","11.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","127","2008-06-14","49.550150","-127.260866","49.563333","-127.264083","168.000000",17,"1510.000","88.83511","60.00","6.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","128","2008-06-14","49.516783","-127.072733","49.505966","-127.057366","122.500000",20,"1650.000","110.00220","64.00",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","129","2008-06-14","49.474416","-127.148350","49.450666","-127.132016","147.500000",24,"2910.000","110.00220","68.00","6.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","130","2008-06-14","49.398266","-127.255633","49.382316","-127.247133","295.000000",22,"1910.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","131","2008-06-14","49.340566","-126.855933","49.355416","-126.865100","125.000000",21,"1850.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","132","2008-06-15","49.376333","-126.803716","49.385800","-126.824250","100.500000",21,"1830.000","95.00190","60.00","9.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","133","2008-06-15","49.330600","-126.802250","49.316466","-126.794050","113.000000",20,"1690.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","134","2008-06-15","49.234183","-127.015150","49.232566","-127.042200","199.000000",23,"2080.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","135","2008-06-15","49.226966","-127.080933","49.212100","-127.075983","366.000000",20,"1710.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","136","2008-06-15","49.230683","-127.064916","49.240333","-127.088800","328.000000",29,"2240.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","137","2008-06-15","49.176866","-127.018216","49.179700","-127.044200","369.500000",24,"2030.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","125","138","2008-06-15","49.123250","-126.913566","49.113100","-126.895133","241.000000",24,"1770.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","124","139","2008-06-15","49.035016","-126.777933","49.044483","-126.796616","210.500000",24,"1760.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","04","124","140","2008-06-15","49.058233","-126.776700","49.065700","-126.797100","186.000000",23,"1750.000","73.33480","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","141","2008-06-16","49.086300","-126.161516","49.076466","-126.145550","56.000000",20,"1610.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","142","2008-06-16","49.094750","-126.167550","49.090216","-126.145833","57.500000",20,"1670.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","143","2008-06-16","48.968950","-126.217983","48.984150","-126.227916","99.500000",22,"1860.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","144","2008-06-16","48.919883","-126.238966","48.937366","-126.244200","114.500000",22,"1990.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","145","2008-06-16","48.936933","-126.308533","48.949033","-126.325233","130.000000",20,"1850.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","146","2008-06-16","48.900866","-126.370816","48.911650","-126.390166","150.000000",22,"1870.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","147","2008-06-16","48.957466","-126.525300","48.941550","-126.528783","204.000000",20,"1830.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","148","2008-06-16","49.006283","-126.636016","48.998333","-126.616483","218.500000",21,"1690.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","149","2008-06-16","49.089216","-126.693566","49.101900","-126.706700","140.000000",22,"1710.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","150","2008-06-18","48.764150","-125.533800","48.762066","-125.555966","127.000000",20,"1650.000","88.83511","63.00","6.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","151","2008-06-18","48.929383","-126.017333","48.917666","-126.008933","62.000000",19,"1460.000","88.83511","47.00","7.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","152","2008-06-18","48.750616","-125.971933","48.763116","-125.984700","78.000000",19,"1690.000","88.83511","64.00","7.0"
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","153","2008-06-18","48.767650","-126.051516","48.778966","-126.065100","93.500000",20,"1620.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","154","2008-06-18","48.803366","-126.131183","48.815366","-126.143050","110.000000",21,"1600.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","155","2008-06-18","48.805916","-126.235750","48.816983","-126.250600","144.000000",21,"1660.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","156","2008-06-18","48.827400","-126.344650","48.836816","-126.361733","170.500000",21,"1650.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","157","2008-06-18","48.776133","-126.374883","48.776216","-126.396583","285.000000",21,"1610.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","159","2008-06-19","48.787566","-126.415483","48.778200","-126.397916","257.000000",22,"1670.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","160","2008-06-19","48.752600","-126.361016","48.755883","-126.342200","400.500000",20,"1570.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","161","2008-06-19","48.750750","-126.244650","48.737433","-126.241366","161.500000",21,"1570.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","162","2008-06-19","48.676816","-126.127600","48.665983","-126.116133","133.000000",19,"1490.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","124","163","2008-06-19","48.643183","-126.150350","48.631116","-126.137050","150.500000",21,"1690.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","164","2008-06-19","48.636050","-126.078116","48.624566","-126.066916","128.000000",20,"1550.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","165","2008-06-19","48.642566","-126.047300","48.629950","-126.043600","117.000000",19,"1450.000","73.33480","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","166","2008-06-19","48.543266","-126.144233","48.543266","-126.144233","185.000000",21,"1650.000","83.33500","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","169","2008-06-20","48.421633","-126.110666","48.408600","-126.119466","255.500000",19,"1600.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","171","2008-06-20","48.256166","-125.814150","48.247350","-125.828850","252.000000",19,"1470.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","172","2008-06-20","48.270583","-125.784550","48.263266","-125.796883","183.500000",17,"1240.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","175","2008-06-21","48.764566","-125.586266","48.759116","-125.605633","151.000000",20,"1550.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","176","2008-06-21","48.450133","-125.603033","48.450350","-125.583283","96.000000",20,"1470.000","88.83511","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","121","177","2008-06-21","48.596066","-125.194666","48.590466","-125.220633","109.000000",19,"2020.000","91.66850","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","178","2008-06-21","48.681616","-125.230533","48.668333","-125.219533","88.000000",20,"1700.000","101.66870","64.58",NA
2008,"65586","W. E. RICKER","2008-05-26","2008-06-22","03","123","179","2008-06-21","48.747033","-125.317783","48.743083","-125.337666","96.000000",21,"1530.000","88.83511","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","121","1","2010-06-08","48.606316","-125.065616","48.592016","-125.064083","89.500000",19,"1670.000","86.66840","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","121","2","2010-06-08","48.585583","-125.108966","48.592150","-125.129633","106.500000",18,"1610.000","91.66850","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","121","3","2010-06-08","48.576283","-125.234683","48.562000","-125.229333","128.000000",18,"1560.000","90.00180","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","123","4","2010-06-08","48.551783","-125.379566","48.534766","-125.370350","111.500000",19,"1880.000","103.33540","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","121","5","2010-06-08","48.474250","-125.326350","48.462033","-125.339550","152.500000",19,"1670.000","93.33520","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","121","6","2010-06-08","48.443933","-125.320300","48.443333","-125.295250","161.500000",21,"1940.000","96.66860","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","123","7","2010-06-08","48.434533","-125.483950","48.430133","-125.505566","122.000000",20,"1720.000","91.66850","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","123","8","2010-06-09","48.593233","-125.595983","48.583950","-125.575733","116.500000",19,"1780.000","95.00190","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","123","9","2010-06-09","48.586050","-125.607883","48.569766","-125.615750","69.000000",20,"1880.000","103.33540","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","123","10","2010-06-09","48.488450","-125.495300","48.477366","-125.511350","87.000000",19,"1720.000","95.00190","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","123","11","2010-06-09","48.407933","-125.641433","48.399050","-125.659683","129.000000",19,"1670.000","88.33510","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","123","13","2010-06-09","48.268983","-125.743566","48.269383","-125.726500","181.500000",13,"1180.000","101.66870","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","123","14","2010-06-09","48.347366","-125.856683","48.361700","-125.868666","162.500000",22,"1990.000","90.00180","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","123","15","2010-06-09","48.370850","-125.850533","48.355700","-125.845850","149.500000",18,"1610.000","96.66860","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","16","2010-06-10","48.609883","-126.154316","48.617566","-126.162833","223.500000",17,"1450.000","85.00170","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","17","2010-06-10","48.667466","-126.118300","48.681583","-126.123733","131.500000",19,"1560.000","86.66840","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","19","2010-06-10","48.760283","-126.084983","48.774283","-126.094466","102.000000",20,"1830.000","85.00170","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","20","2010-06-10","48.813950","-126.137983","48.800966","-126.124066","107.000000",19,"1780.000","100.00200","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","21","2010-06-10","48.815683","-126.141200","48.828216","-126.143516","109.000000",17,"1400.000","85.00170","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","22","2010-06-10","48.896466","-126.177700","48.887083","-126.166683","100.000000",15,"1340.000","105.00210","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","24","2010-06-11","48.975000","-126.236666","48.964050","-126.222683","103.500000",19,"1670.000","83.33500","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","25","2010-06-11","48.910600","-126.516616","48.894850","-126.515383","172.500000",22,"1830.000","90.00180","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","26","2010-06-11","48.844500","-126.424066","48.835400","-126.405216","170.000000",18,"1670.000","95.00190","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","27","2010-06-11","48.794000","-126.449283","48.786116","-126.428333","265.000000",20,"1830.000","96.66860","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","29","2010-06-11","48.705550","-126.273400","48.718066","-126.284683","473.000000",17,"1400.000","71.66810","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","30","2010-06-11","48.715933","-126.242366","48.700183","-126.240850","188.500000",19,"1780.000","91.66850","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","03","124","31","2010-06-12","48.983433","-126.746733","48.989000","-126.767250","349.500000",23,"1720.000","80.00160","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","04","124","32","2010-06-12","49.000916","-126.832300","49.005450","-126.852500","484.000000",27,"2050.000","78.33490","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","04","124","33","2010-06-12","49.044783","-126.845416","49.034550","-126.831500","292.000000",26,"1880.000","78.33490","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","04","124","34","2010-06-12","49.072066","-126.824850","49.081566","-126.843016","203.000000",21,"1780.000","91.66850","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","04","124","35","2010-06-12","49.090566","-126.856933","49.101150","-126.873800","216.000000",19,"1720.000","98.33530","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","04","124","36","2010-06-12","49.095000","-126.883616","49.108400","-126.896866","247.000000",19,"1830.000","96.66860","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","04","125","37","2010-06-14","49.446850","-126.868433","49.453383","-126.888950","95.500000",22,"1940.000","85.00170","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","04","125","38","2010-06-14","49.382833","-126.944266","49.388716","-126.965966","133.000000",21,"1780.000","86.66840","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","04","125","39","2010-06-14","49.272066","-127.087883","49.277833","-127.109583","207.500000",22,"1830.000","85.00170","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","04","125","40","2010-06-14","49.185683","-127.024266","49.173816","-127.011600","336.000000",22,"1830.000","88.33510","64.58",NA
2010,"69547","W. E. RICKER","2010-06-07","2010-06-29","04","125","41","2010-06-14","49.169433","-126.989566","49.176533","-127.011033","323.000000",24,"1940.000","88.33510","64.58",NA
